sample_id,feature_path,aux_feature_path,violence,self_harm,nsfw,split,source,group_id,media_type,n_frames,feature_dim,aux_dim
ucf101_7336e6dbbc39,/kaggle/working/artifacts/features/temporal_train/ucf101_7336e6dbbc39.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_7336e6dbbc39.npy,0,0,0,train,ucf101,ucf101:playingpiano/v_playingpiano_g20_c02,video,64,768,4
ucf101_e1d41d8b5c5a,/kaggle/working/artifacts/features/temporal_train/ucf101_e1d41d8b5c5a.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_e1d41d8b5c5a.npy,0,0,0,train,ucf101,ucf101:playingpiano/v_playingpiano_g20_c03,video,64,768,4
ucf101_dfd5653e6332,/kaggle/working/artifacts/features/temporal_train/ucf101_dfd5653e6332.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_dfd5653e6332.npy,0,0,0,train,ucf101,ucf101:playingpiano/v_playingpiano_g20_c04,video,64,768,4
ucf101_48ea49697980,/kaggle/working/artifacts/features/temporal_train/ucf101_48ea49697980.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_48ea49697980.npy,0,0,0,train,ucf101,ucf101:playingpiano/v_playingpiano_g21_c03,video,64,768,4
ucf101_a7d17a5add7f,/kaggle/working/artifacts/features/temporal_train/ucf101_a7d17a5add7f.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_a7d17a5add7f.npy,0,0,0,train,ucf101,ucf101:playingpiano/v_playingpiano_g22_c01,video,64,768,4
ucf101_8fc7af17e37e,/kaggle/working/artifacts/features/temporal_train/ucf101_8fc7af17e37e.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_8fc7af17e37e.npy,0,0,0,train,ucf101,ucf101:playingpiano/v_playingpiano_g22_c03,video,64,768,4
ucf101_32b21281d545,/kaggle/working/artifacts/features/temporal_train/ucf101_32b21281d545.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_32b21281d545.npy,0,0,0,train,ucf101,ucf101:playingpiano/v_playingpiano_g22_c04,video,64,768,4
ucf101_c3661d76e352,/kaggle/working/artifacts/features/temporal_train/ucf101_c3661d76e352.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_c3661d76e352.npy,0,0,0,train,ucf101,ucf101:playingpiano/v_playingpiano_g23_c03,video,64,768,4
ucf101_3309d319793a,/kaggle/working/artifacts/features/temporal_train/ucf101_3309d319793a.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_3309d319793a.npy,0,0,0,train,ucf101,ucf101:playingpiano/v_playingpiano_g24_c01,video,64,768,4
ucf101_cd7076fc98ec,/kaggle/working/artifacts/features/temporal_train/ucf101_cd7076fc98ec.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_cd7076fc98ec.npy,0,0,0,train,ucf101,ucf101:playingpiano/v_playingpiano_g24_c03,video,64,768,4
ucf101_51ab899025cf,/kaggle/working/artifacts/features/temporal_train/ucf101_51ab899025cf.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_51ab899025cf.npy,0,0,0,train,ucf101,ucf101:playingpiano/v_playingpiano_g24_c04,video,64,768,4
ucf101_319c514a645a,/kaggle/working/artifacts/features/temporal_train/ucf101_319c514a645a.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_319c514a645a.npy,0,0,0,train,ucf101,ucf101:playingpiano/v_playingpiano_g25_c02,video,64,768,4
ucf101_964caee64363,/kaggle/working/artifacts/features/temporal_train/ucf101_964caee64363.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_964caee64363.npy,0,0,0,train,ucf101,ucf101:playingpiano/v_playingpiano_g25_c03,video,64,768,4
ucf101_fd5821aae053,/kaggle/working/artifacts/features/temporal_train/ucf101_fd5821aae053.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_fd5821aae053.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g08_c02,video,64,768,4
ucf101_c854cf368285,/kaggle/working/artifacts/features/temporal_train/ucf101_c854cf368285.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_c854cf368285.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g08_c03,video,64,768,4
ucf101_493ad579cd52,/kaggle/working/artifacts/features/temporal_train/ucf101_493ad579cd52.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_493ad579cd52.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g08_c05,video,64,768,4
ucf101_5bd28caa8020,/kaggle/working/artifacts/features/temporal_train/ucf101_5bd28caa8020.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_5bd28caa8020.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g08_c06,video,64,768,4
ucf101_20fbc2ea1a27,/kaggle/working/artifacts/features/temporal_train/ucf101_20fbc2ea1a27.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_20fbc2ea1a27.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g08_c07,video,64,768,4
ucf101_86f720f4279c,/kaggle/working/artifacts/features/temporal_train/ucf101_86f720f4279c.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_86f720f4279c.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g09_c01,video,64,768,4
ucf101_fa79cc8e4668,/kaggle/working/artifacts/features/temporal_train/ucf101_fa79cc8e4668.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_fa79cc8e4668.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g09_c02,video,64,768,4
ucf101_563a89e18669,/kaggle/working/artifacts/features/temporal_train/ucf101_563a89e18669.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_563a89e18669.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g09_c03,video,64,768,4
ucf101_947c48089211,/kaggle/working/artifacts/features/temporal_train/ucf101_947c48089211.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_947c48089211.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g09_c04,video,64,768,4
ucf101_1a6bfa3d2d3b,/kaggle/working/artifacts/features/temporal_train/ucf101_1a6bfa3d2d3b.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_1a6bfa3d2d3b.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g09_c05,video,64,768,4
ucf101_3b13799b5c65,/kaggle/working/artifacts/features/temporal_train/ucf101_3b13799b5c65.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_3b13799b5c65.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g09_c06,video,64,768,4
ucf101_7bfab8ad2312,/kaggle/working/artifacts/features/temporal_train/ucf101_7bfab8ad2312.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_7bfab8ad2312.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g10_c03,video,64,768,4
ucf101_e70f52e71d7f,/kaggle/working/artifacts/features/temporal_train/ucf101_e70f52e71d7f.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_e70f52e71d7f.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g10_c06,video,64,768,4
ucf101_0cd205912199,/kaggle/working/artifacts/features/temporal_train/ucf101_0cd205912199.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_0cd205912199.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g11_c02,video,64,768,4
ucf101_fb3f0272a014,/kaggle/working/artifacts/features/temporal_train/ucf101_fb3f0272a014.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_fb3f0272a014.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g11_c03,video,64,768,4
ucf101_ee0d973e2ab7,/kaggle/working/artifacts/features/temporal_train/ucf101_ee0d973e2ab7.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_ee0d973e2ab7.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g11_c04,video,64,768,4
ucf101_8016cba75745,/kaggle/working/artifacts/features/temporal_train/ucf101_8016cba75745.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_8016cba75745.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g11_c06,video,64,768,4
ucf101_880fd4f9ae0f,/kaggle/working/artifacts/features/temporal_train/ucf101_880fd4f9ae0f.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_880fd4f9ae0f.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g11_c07,video,64,768,4
ucf101_d57a0ae340a3,/kaggle/working/artifacts/features/temporal_train/ucf101_d57a0ae340a3.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_d57a0ae340a3.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g12_c01,video,64,768,4
ucf101_0fa28106db98,/kaggle/working/artifacts/features/temporal_train/ucf101_0fa28106db98.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_0fa28106db98.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g12_c02,video,64,768,4
ucf101_f49213618da5,/kaggle/working/artifacts/features/temporal_train/ucf101_f49213618da5.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_f49213618da5.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g12_c03,video,64,768,4
ucf101_1e21c7c80db9,/kaggle/working/artifacts/features/temporal_train/ucf101_1e21c7c80db9.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_1e21c7c80db9.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g12_c04,video,64,768,4
ucf101_19afffcf416e,/kaggle/working/artifacts/features/temporal_train/ucf101_19afffcf416e.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_19afffcf416e.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g14_c01,video,64,768,4
ucf101_3c255bdfade5,/kaggle/working/artifacts/features/temporal_train/ucf101_3c255bdfade5.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_3c255bdfade5.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g14_c02,video,64,768,4
ucf101_481ea20e369e,/kaggle/working/artifacts/features/temporal_train/ucf101_481ea20e369e.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_481ea20e369e.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g14_c03,video,64,768,4
ucf101_326c8a744833,/kaggle/working/artifacts/features/temporal_train/ucf101_326c8a744833.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_326c8a744833.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g14_c05,video,64,768,4
ucf101_111df8cb842a,/kaggle/working/artifacts/features/temporal_train/ucf101_111df8cb842a.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_111df8cb842a.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g14_c06,video,64,768,4
ucf101_274a62cb9c36,/kaggle/working/artifacts/features/temporal_train/ucf101_274a62cb9c36.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_274a62cb9c36.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g14_c07,video,64,768,4
ucf101_7b078f189dd7,/kaggle/working/artifacts/features/temporal_train/ucf101_7b078f189dd7.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_7b078f189dd7.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g15_c01,video,64,768,4
ucf101_4ad9bf18d5ad,/kaggle/working/artifacts/features/temporal_train/ucf101_4ad9bf18d5ad.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_4ad9bf18d5ad.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g15_c02,video,64,768,4
ucf101_24bcc1f2810b,/kaggle/working/artifacts/features/temporal_train/ucf101_24bcc1f2810b.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_24bcc1f2810b.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g16_c01,video,64,768,4
ucf101_6680c514c998,/kaggle/working/artifacts/features/temporal_train/ucf101_6680c514c998.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_6680c514c998.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g16_c02,video,64,768,4
ucf101_2fa3397a6145,/kaggle/working/artifacts/features/temporal_train/ucf101_2fa3397a6145.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_2fa3397a6145.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g16_c03,video,64,768,4
ucf101_d93f774edb7a,/kaggle/working/artifacts/features/temporal_train/ucf101_d93f774edb7a.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_d93f774edb7a.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g16_c04,video,64,768,4
ucf101_ef24f23836f8,/kaggle/working/artifacts/features/temporal_train/ucf101_ef24f23836f8.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_ef24f23836f8.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g16_c05,video,64,768,4
ucf101_853ba8cdc966,/kaggle/working/artifacts/features/temporal_train/ucf101_853ba8cdc966.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_853ba8cdc966.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g16_c06,video,64,768,4
ucf101_8218a89c748c,/kaggle/working/artifacts/features/temporal_train/ucf101_8218a89c748c.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_8218a89c748c.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g16_c07,video,64,768,4
ucf101_916c147b3166,/kaggle/working/artifacts/features/temporal_train/ucf101_916c147b3166.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_916c147b3166.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g17_c01,video,64,768,4
ucf101_2ddf625e9132,/kaggle/working/artifacts/features/temporal_train/ucf101_2ddf625e9132.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_2ddf625e9132.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g17_c02,video,64,768,4
ucf101_58f8312d8f2f,/kaggle/working/artifacts/features/temporal_train/ucf101_58f8312d8f2f.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_58f8312d8f2f.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g17_c03,video,64,768,4
ucf101_dcf4ef6f7210,/kaggle/working/artifacts/features/temporal_train/ucf101_dcf4ef6f7210.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_dcf4ef6f7210.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g17_c06,video,64,768,4
ucf101_cb4d79b22a29,/kaggle/working/artifacts/features/temporal_train/ucf101_cb4d79b22a29.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_cb4d79b22a29.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g17_c07,video,64,768,4
ucf101_17449df2d3f5,/kaggle/working/artifacts/features/temporal_train/ucf101_17449df2d3f5.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_17449df2d3f5.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g18_c02,video,64,768,4
ucf101_d79f838ca96e,/kaggle/working/artifacts/features/temporal_train/ucf101_d79f838ca96e.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_d79f838ca96e.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g18_c03,video,64,768,4
ucf101_cfbc0eb742a7,/kaggle/working/artifacts/features/temporal_train/ucf101_cfbc0eb742a7.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_cfbc0eb742a7.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g18_c04,video,64,768,4
ucf101_92243c912fe8,/kaggle/working/artifacts/features/temporal_train/ucf101_92243c912fe8.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_92243c912fe8.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g18_c05,video,64,768,4
ucf101_edf453ba6329,/kaggle/working/artifacts/features/temporal_train/ucf101_edf453ba6329.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_edf453ba6329.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g18_c07,video,64,768,4
ucf101_244188e40b2e,/kaggle/working/artifacts/features/temporal_train/ucf101_244188e40b2e.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_244188e40b2e.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g19_c02,video,64,768,4
ucf101_a3f189890554,/kaggle/working/artifacts/features/temporal_train/ucf101_a3f189890554.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_a3f189890554.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g19_c03,video,64,768,4
ucf101_1063428d4077,/kaggle/working/artifacts/features/temporal_train/ucf101_1063428d4077.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_1063428d4077.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g19_c05,video,64,768,4
ucf101_d7ff4e7eba22,/kaggle/working/artifacts/features/temporal_train/ucf101_d7ff4e7eba22.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_d7ff4e7eba22.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g19_c06,video,64,768,4
ucf101_73ed7de1d65b,/kaggle/working/artifacts/features/temporal_train/ucf101_73ed7de1d65b.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_73ed7de1d65b.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g19_c07,video,64,768,4
ucf101_48415e76ac7f,/kaggle/working/artifacts/features/temporal_train/ucf101_48415e76ac7f.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_48415e76ac7f.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g20_c01,video,64,768,4
ucf101_896a97d8033a,/kaggle/working/artifacts/features/temporal_train/ucf101_896a97d8033a.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_896a97d8033a.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g20_c02,video,64,768,4
ucf101_188b51ce9b59,/kaggle/working/artifacts/features/temporal_train/ucf101_188b51ce9b59.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_188b51ce9b59.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g20_c06,video,64,768,4
ucf101_a92e400d6a35,/kaggle/working/artifacts/features/temporal_train/ucf101_a92e400d6a35.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_a92e400d6a35.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g21_c02,video,64,768,4
ucf101_471563a0c14f,/kaggle/working/artifacts/features/temporal_train/ucf101_471563a0c14f.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_471563a0c14f.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g21_c05,video,64,768,4
ucf101_8f9822fac7b3,/kaggle/working/artifacts/features/temporal_train/ucf101_8f9822fac7b3.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_8f9822fac7b3.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g21_c07,video,64,768,4
ucf101_5d62e482e2ba,/kaggle/working/artifacts/features/temporal_train/ucf101_5d62e482e2ba.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_5d62e482e2ba.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g22_c01,video,64,768,4
ucf101_bf8b8ac09f25,/kaggle/working/artifacts/features/temporal_train/ucf101_bf8b8ac09f25.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_bf8b8ac09f25.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g22_c03,video,64,768,4
ucf101_0c32c9b6b71c,/kaggle/working/artifacts/features/temporal_train/ucf101_0c32c9b6b71c.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_0c32c9b6b71c.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g22_c04,video,64,768,4
ucf101_6659065ca2dd,/kaggle/working/artifacts/features/temporal_train/ucf101_6659065ca2dd.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_6659065ca2dd.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g23_c01,video,64,768,4
ucf101_40cd6011138c,/kaggle/working/artifacts/features/temporal_train/ucf101_40cd6011138c.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_40cd6011138c.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g23_c02,video,64,768,4
ucf101_7a0bd858ebff,/kaggle/working/artifacts/features/temporal_train/ucf101_7a0bd858ebff.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_7a0bd858ebff.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g23_c03,video,64,768,4
ucf101_95f6b4b582cc,/kaggle/working/artifacts/features/temporal_train/ucf101_95f6b4b582cc.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_95f6b4b582cc.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g23_c04,video,64,768,4
ucf101_5dcd8c293ecb,/kaggle/working/artifacts/features/temporal_train/ucf101_5dcd8c293ecb.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_5dcd8c293ecb.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g23_c05,video,64,768,4
ucf101_649455c5d28a,/kaggle/working/artifacts/features/temporal_train/ucf101_649455c5d28a.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_649455c5d28a.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g23_c07,video,64,768,4
ucf101_382a688d94c4,/kaggle/working/artifacts/features/temporal_train/ucf101_382a688d94c4.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_382a688d94c4.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g24_c01,video,64,768,4
ucf101_d7cd893cdcb5,/kaggle/working/artifacts/features/temporal_train/ucf101_d7cd893cdcb5.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_d7cd893cdcb5.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g24_c03,video,64,768,4
ucf101_992fb587c609,/kaggle/working/artifacts/features/temporal_train/ucf101_992fb587c609.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_992fb587c609.npy,0,0,0,train,ucf101,ucf101:playingsitar/v_playingsitar_g25_c04,video,64,768,4
ucf101_f2af91765c3c,/kaggle/working/artifacts/features/temporal_train/ucf101_f2af91765c3c.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_f2af91765c3c.npy,0,0,0,train,ucf101,ucf101:playingtabla/v_playingtabla_g08_c01,video,64,768,4
ucf101_d63b05060b30,/kaggle/working/artifacts/features/temporal_train/ucf101_d63b05060b30.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_d63b05060b30.npy,0,0,0,train,ucf101,ucf101:playingtabla/v_playingtabla_g08_c03,video,64,768,4
ucf101_6047df418d15,/kaggle/working/artifacts/features/temporal_train/ucf101_6047df418d15.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_6047df418d15.npy,0,0,0,train,ucf101,ucf101:playingtabla/v_playingtabla_g09_c01,video,64,768,4
ucf101_cc42e7c0b8b8,/kaggle/working/artifacts/features/temporal_train/ucf101_cc42e7c0b8b8.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_cc42e7c0b8b8.npy,0,0,0,train,ucf101,ucf101:playingtabla/v_playingtabla_g09_c04,video,64,768,4
ucf101_7e5164904eae,/kaggle/working/artifacts/features/temporal_train/ucf101_7e5164904eae.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_7e5164904eae.npy,0,0,0,train,ucf101,ucf101:playingtabla/v_playingtabla_g10_c01,video,64,768,4
ucf101_b28ac57a9ba9,/kaggle/working/artifacts/features/temporal_train/ucf101_b28ac57a9ba9.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_b28ac57a9ba9.npy,0,0,0,train,ucf101,ucf101:playingtabla/v_playingtabla_g10_c03,video,64,768,4
ucf101_b387a3bb8820,/kaggle/working/artifacts/features/temporal_train/ucf101_b387a3bb8820.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_b387a3bb8820.npy,0,0,0,train,ucf101,ucf101:playingtabla/v_playingtabla_g10_c05,video,64,768,4
ucf101_20bb462ad878,/kaggle/working/artifacts/features/temporal_train/ucf101_20bb462ad878.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_20bb462ad878.npy,0,0,0,train,ucf101,ucf101:playingtabla/v_playingtabla_g13_c03,video,64,768,4
ucf101_4da6bc44294e,/kaggle/working/artifacts/features/temporal_train/ucf101_4da6bc44294e.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_4da6bc44294e.npy,0,0,0,train,ucf101,ucf101:playingtabla/v_playingtabla_g13_c04,video,64,768,4
ucf101_60d48d3f3b8e,/kaggle/working/artifacts/features/temporal_train/ucf101_60d48d3f3b8e.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_60d48d3f3b8e.npy,0,0,0,train,ucf101,ucf101:playingtabla/v_playingtabla_g13_c05,video,64,768,4
ucf101_650191cda675,/kaggle/working/artifacts/features/temporal_train/ucf101_650191cda675.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_650191cda675.npy,0,0,0,train,ucf101,ucf101:playingtabla/v_playingtabla_g15_c01,video,63,768,4
ucf101_4de693b98fb7,/kaggle/working/artifacts/features/temporal_train/ucf101_4de693b98fb7.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_4de693b98fb7.npy,0,0,0,train,ucf101,ucf101:playingtabla/v_playingtabla_g15_c02,video,64,768,4
ucf101_c3f868b93b6b,/kaggle/working/artifacts/features/temporal_train/ucf101_c3f868b93b6b.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_c3f868b93b6b.npy,0,0,0,train,ucf101,ucf101:playingtabla/v_playingtabla_g16_c01,video,64,768,4
ucf101_9cf4591272a0,/kaggle/working/artifacts/features/temporal_train/ucf101_9cf4591272a0.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_9cf4591272a0.npy,0,0,0,train,ucf101,ucf101:playingtabla/v_playingtabla_g16_c02,video,64,768,4
ucf101_cdf9aba18283,/kaggle/working/artifacts/features/temporal_train/ucf101_cdf9aba18283.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_cdf9aba18283.npy,0,0,0,train,ucf101,ucf101:playingtabla/v_playingtabla_g17_c02,video,64,768,4
ucf101_77973e8d2d01,/kaggle/working/artifacts/features/temporal_train/ucf101_77973e8d2d01.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_77973e8d2d01.npy,0,0,0,train,ucf101,ucf101:playingtabla/v_playingtabla_g17_c03,video,64,768,4
ucf101_84ef21d5d349,/kaggle/working/artifacts/features/temporal_train/ucf101_84ef21d5d349.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_84ef21d5d349.npy,0,0,0,train,ucf101,ucf101:playingtabla/v_playingtabla_g17_c04,video,64,768,4
